Nom API,ID Datapass,ID API,Public Cible,Eligible,phrase,CTA,Texte du CTA,Notes
API Certificat cotisations congés pays et chômage intempéries - CIBTP | Bouquet API Entreprise,,486e7ce1-407e-403f-98f0-4285d37f699c,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Certificat cotisations congés pays et chômage intempéries - CNETP | Bouquet API Entreprise,,ea8e89de-5507-4c9e-a104-e687c654b5de,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
,,,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Certificat cotisations congés pays et chômage intempéries - CNETP | Bouquet API Entreprise,,ea8e89de-5507-4c9e-a104-e687c654b5de,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Certification Qualibat | Bouquet API Entreprise,,8b2a569b-22b2-4377-a425-5fab4fb01317,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Certification Qualibat | Bouquet API Entreprise,,8b2a569b-22b2-4377-a425-5fab4fb01317,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Certification Qualibat | Bouquet API Entreprise,,8b2a569b-22b2-4377-a425-5fab4fb01317,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Extrait RCS - Infogreffe | Bouquet API Entreprise,,835f8e96-59a9-4d70-a2c0-02deac451ca5,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Extrait RCS - Infogreffe | Bouquet API Entreprise,,835f8e96-59a9-4d70-a2c0-02deac451ca5,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Extrait RCS - Infogreffe | Bouquet API Entreprise,,835f8e96-59a9-4d70-a2c0-02deac451ca5,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API N°TVA intracommunautaire français - Commission européenne | Bouquet API Entreprise,,10386bd5-b8ee-443d-9d06-eb0459325915,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API N°TVA intracommunautaire français - Commission européenne | Bouquet API Entreprise,,10386bd5-b8ee-443d-9d06-eb0459325915,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API N°TVA intracommunautaire français - Commission européenne | Bouquet API Entreprise,,10386bd5-b8ee-443d-9d06-eb0459325915,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Conventions collectives - Fabnum | Bouquet API Entreprise,,03db98ce-f13c-4fdd-9d41-2acbe0a08b42,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Conventions collectives - Fabnum | Bouquet API Entreprise,,03db98ce-f13c-4fdd-9d41-2acbe0a08b42,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Conventions collectives - Fabnum | Bouquet API Entreprise,,03db98ce-f13c-4fdd-9d41-2acbe0a08b42,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Immatriculation EORI - Douanes | Bouquet API Entreprise,,80675ec3-fc4d-4df2-9322-d23475ee039c,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Immatriculation EORI - Douanes | Bouquet API Entreprise,,80675ec3-fc4d-4df2-9322-d23475ee039c,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Immatriculation EORI - Douanes | Bouquet API Entreprise,,80675ec3-fc4d-4df2-9322-d23475ee039c,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Carte professionnelle travaux publics - Fntp | Bouquet API Entreprise,,16c7e575-c902-45fd-aa56-69f15c0ddb26,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Carte professionnelle travaux publics - Fntp | Bouquet API Entreprise,,16c7e575-c902-45fd-aa56-69f15c0ddb26,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Carte professionnelle travaux publics - Fntp | Bouquet API Entreprise,,16c7e575-c902-45fd-aa56-69f15c0ddb26,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Certification RGE - Ademe | Bouquet API Entreprise,,2e5b0222-5f5a-430f-ac22-a92e385d1da9,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Certification RGE - Ademe | Bouquet API Entreprise,,2e5b0222-5f5a-430f-ac22-a92e385d1da9,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Certification RGE - Ademe | Bouquet API Entreprise,,2e5b0222-5f5a-430f-ac22-a92e385d1da9,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Certification d'ingénierie - OPQIBI | Bouquet API Entreprise,,4e6fd288-81ef-4fab-9e69-8e1163cd87a0,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Certification d'ingénierie - OPQIBI | Bouquet API Entreprise,,4e6fd288-81ef-4fab-9e69-8e1163cd87a0,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Certification d'ingénierie - OPQIBI | Bouquet API Entreprise,,4e6fd288-81ef-4fab-9e69-8e1163cd87a0,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Certification Qualifelec | Bouquet API Entreprise,,895c46fb-de76-4fe3-9a66-28de820b2757,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Certification Qualifelec | Bouquet API Entreprise,,895c46fb-de76-4fe3-9a66-28de820b2757,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Certification Qualifelec | Bouquet API Entreprise,,895c46fb-de76-4fe3-9a66-28de820b2757,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
"API Brevets, marques et modèles déposés - Inpi | Bouquet API Entreprise",,d595a97b-8520-486b-ba71-26b9953377a3,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
"API Brevets, marques et modèles déposés - Inpi | Bouquet API Entreprise",,d595a97b-8520-486b-ba71-26b9953377a3,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
"API Brevets, marques et modèles déposés - Inpi | Bouquet API Entreprise",,d595a97b-8520-486b-ba71-26b9953377a3,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
